
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
618-549-1129  Mac UnderGround HQ          Carbondale         IL     DS
618-549-6918  Mac UnderGround             Carbondale         IL     VH
618-624-6578  USS Hexum                   O'Fallon           IL     CS1
618-744-1458  The BackChannel BBS         Belleville         IL     HST
618-932-6927  Channel II                  W. Frankfort       IL     HST
618-993-5091  ESP BBS                     .......            IL     DS2
619-221-0311  JBBS                        San Diego          CA     HST
619-223-7111  Know Ware BBS               San Diego          CA     HST
619-228-1781  Electronic Universe BBS     Yucca Valley       CA     CS1
619-228-1781  The Electronic Universe     Yucca Valley       CA     TB
619-240-6200  Tana BBS                    Apple Valley       CA     DS
619-243-9422  WPGS                        Victorville        CA     HST
619-270-8779  Information Exchange 386    Pacific Beach      CA     V32
619-272-2059  Mac Underground San Diego   San Diego          CA     HST
619-273-0514  Lost Bytes                  San Diego          CA     DS2
619-275-6129  The RATS Nest               San Diego          CA     HST
619-278-7086  Pacific Rim Information     San Diego          CA     DS
619-278-7361  Pacific Rim Information II  San Diego          CA     DS
619-279-5240  Dan's BBS                   San Diego          CA     HST
619-280-3819  Chaos                       San Diego          CA     DS
619-281-2622  The General                 San Diego          CA     CS1
619-281-5538  The General BBS             San Diego          CA     DS
619-284-0799  Programmers Workshop        ......             CA     CS1
619-284-2924  Programmers Workshop Test   ......             CA     CS1
619-284-8729  Trader's World              San Diego          CA     DS
619-291-0544  Hillcrest Community BBS     San Diego          CA     DS
619-291-6746  Pea's Keep                  San Diego          CA     HST
619-345-5838  The T&L BBS                 Indio              CA     DS2
619-361-5527  The Stumps II WC! BBS       Twentynine Palms   CA     DS
619-423-9352  Data Works                  Imperial Beach     CA     HST
619-426-4651  Racer's Edge BBS            ......             CA     CS1
619-440-6038  Don's House                 El Cajon           CA     HST
619-443-5664  Plan B                      ......             CA     CS1
619-446-1316  Clinic BBS                  ......             CA     CS1
619-447-1008  Ballyhoo BBS                ......             CA     CS1
619-447-5489  Suburbia?                   San Diego          CA     HST
619-461-0982  I.D.I.C BBS                 Lemon Grove        CA     HST
619-461-3415  $ound of Money              San Diego          CA     HST
619-464-2134  The Mouse-Trap              San Diego          CA     HST
619-466-9505  Gandalf's                   San Diego          CA     HST
619-467-0335  The SW/SE Connection        San Diego          CA     DS2
619-467-9508  CompuServe                  San Diego          CA     V32
619-469-1354  The Chief's Mess            San Diego          CA     HST
619-476-0692  Investment Club BB$         ......             CA     CS1
619-479-3006  Starhelm Greystaff          San Diego          CA     HST
619-486-1201  The Yellow Jersey           ......             CA     CS1
619-497-0541  USS Enterprise              San Diego          CA     HST
619-542-0906  About Town                  San Diego          CA     HST
619-560-2996  Starbase 23                 San Diego          CA     HST
619-562-3646  Foys' Trading Post          Santee             CA     DS
619-562-8735  The Santee Micro            Santee             CA     CS1
619-565-1728  Plain Vanilla               San Diego          CA     HST
619-566-0328  Classified Connection III   San Diego          CA     CS1
619-566-1745  Classified Connection III   San Diego          CA     HST
619-571-7791  Casa de Cricket             San Diego          CA     HST
619-575-3310  Morning Star BBS            ......             CA     CS1
619-583-1626  Central City Hub            San Diego          CA     HST
619-587-9825  Tunnels Of Vesarius         San Diego          CA     DS
619-588-8931  DOOGER'S Place              El Cajon           CA     DS
619-593-1341  D J M BBS                   La Mesa            CA     HST
619-632-8287  Cornucopia                  San Diego          CA     HST
619-670-3969  Bauhaus                     San Diego          CA     HST
619-689-1865  Comtech                     ......             CA     CS1
619-695-3011  Adventure Games Of America  San Diego          CA     HST
619-698-5715  The Morgue                  Lemon Grove        CA     HST
619-722-3621  Mr. Rick's Neighborhood     .....              CA     HST
619-775-3930  Great Escape                Indio              CA     HST
701-228-2908  The Academy BBS             Bottineau          ND     V32
701-239-6048  Text BS                     Fargo              ND     HST
701-746-0441  Wild West BBS               Grand Forks        ND     HST
702-253-9917  dBest In The West           Las Vegas          NV     DS2
702-254-8601  Absolutely Temporary        Las Vegas          NV     DS2
702-358-7233  The Danger Zone             Sparks             NV     HST
702-359-4999  Nevada Mac                  Reno               NV     HST
702-368-0846  Shortwave-Scanner Infonet   Las Vegas          NV     HST
702-435-0786  The Rebel BBS               Las Vegas          NV     DS2
702-435-8407  Reservations Only           Las Vegas          NV     DS2
702-453-5866  Software-A-America          Las Vegas          NV     CS1
702-453-6981  Caddis BBS                  Las Vegas          NV     HST
702-454-6340  Click Me Twice BBS          Las Vegas          NV     DS
702-463-5346  Black Rock BBS              Yerington          NV     DS
702-463-5754  The Control Tower BBS       Yerington          NV     DS
702-565-4800  The Late Show Of Las Vegas  Las Vegas          NV     DS2
702-597-1932  The Las Vegas Center BBS    Las Vegas          NV     DS
702-644-1537  Nighthawk BBS               Las Vegas          NV     HST
702-644-3289  Nighthawk BBS               Las Vegas          NV     DS
702-647-4427  The $in City Bit Pit        Las Vegas          NV     DS2
702-738-4177  The Image Club              Elko               NV     V32
702-796-4877  CompuServe                  Las Vegas          NV     V32
702-796-7134  DDBBS                       Las Vegas          NV     HST
702-825-3981  Evolutions End BBS          Reno               NV     DS2
702-873-4476  The South Poll              Las Vegas          NV     DS2
702-878-1490  Desert Dreams               Las Vegas          NV     HST
702-882-4846  Sherwood Forest 702         Carson City        NV     CS1
702-882-7761  Earth Rescue                Carson City        NV     HST
702-882-9305  M&M Computers BBS           Carson City        NV     HST
703-241-5492  Craig's Place               Falls Church       VA     V32
703-257-1583  The Outpost                 Manassas           VA     DS2
703-264-3962  The Coral Reefer BBS        .........          VA     DS
703-264-9698  Board On Boards             Reston             VA     DS
703-323-1782  The Elusive Diamond         .....              VA     HST
703-323-6423  The Elusive Diamond         .....              VA     HST
703-323-7654  The Systems Exchange        Fairfax            VA     HST
703-335-9064  Wheels & Spokes             Manassas           VA     HST
703-339-0847  Last Frontier BBS           Lorton             VA     V32
703-347-7953  Circuits II                 ......             VA     CS1
703-349-0135  Santa Software Associates   ......             VA     CS1
703-352-1502  Brewster's Barn             Fairfax            VA     HST
703-354-1104  The Info Exchange           Springfield        VA     DS
703-358-9112  Sara's Outpost              Arlington          VA     HST
703-368-5429  The Time Portal             Manassas           VA     HST
703-370-7054  TIDMADT                     Alexandria         VA     DS
703-373-7742  Journey QuickBBS            Falmouth           VA     HST
703-373-8215  Jack's Emporium             Falmouth           VA     HST
703-373-9289  The Thunderbolt BBS         Falmouth           VA     HST
703-379-2841  Weird Science BBS           ........           VA     HST4
703-385-4325  OS/2 Shareware              Fairfax            VA     DS2
703-385-8450  OS/2 Shareware              Fairfax            VA     HST
703-389-2495  Wonko The Sane's ASYLUM     Salem              VA     DS
703-406-0073  Pencil Pusher 2             Sterling           VA     ULT
703-406-0074  Technical Hangout Private   Sterling           VA     V32
703-406-0117  IDIC                        Sterling           VA     HST
703-406-0633  National Datasearch, INC    ......             VA     CS1
703-425-2505  The Interconnect BBS        .....              VA     V32
703-425-6638  Hallucination               Fairfax            VA     DS
703-427-2138  Mountain Air BBS            Roanoke            VA     V32
703-427-2258  Mountain Air BBS            Roanoke            VA     HST
703-430-5824  Pencil Pusher 1             Sterling           VA     2400
703-433-0824  The Mad Hacker's            ......             VA     CS1
